,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
932,1065,Which dragon is not native to Britain?,Chinese Fireball,"['which', 'dragon', 'be', 'native', 'britain']","['chinese', 'fireball']","['which', 'dragon', 'be', 'native', 'britain', 'chinese', 'fireball']",['which'],False,FR,False,7,2
933,1066,What is the British term for a nonmagical person?,Muggle,"['what', 'be', 'british', 'term', 'nonmagical', 'person']",['muggle'],"['what', 'be', 'british', 'term', 'nonmagical', 'person', 'muggle']",['what'],False,FR,False,9,1
934,1067,What is the name of the three-headed dog that guards the trapdoor in the Sorcerer's Stone?,Fluffy,"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'sorcerer', 'stone']",['fluffy'],"['what', 'be', 'name', 'threeheaded', 'dog', 'guard', 'trapdoor', 'sorcerer', 'stone', 'fluffy']","['what', 'name']",True,FR,False,18,1
935,1068,When did Rowena Ravenclaw's fellow Founders and her found Hogwarts?,10th Century,"['when', 'do', 'rowena', 'ravenclaws', 'fellow', 'founder', 'find', 'hogwarts']","['th', 'century']","['when', 'do', 'rowena', 'ravenclaws', 'fellow', 'founder', 'find', 'hogwarts', 'th', 'century']","['when', 'do']",True,FR,False,11,2
936,1069,Who is the author of 'Moste Potente Potions'?,Phineas Bourne,"['who', 'be', 'author', 'moste', 'potente', 'potion']","['phineas', 'bourne']","['who', 'be', 'author', 'moste', 'potente', 'potion', 'phineas', 'bourne']",['who'],False,FR,False,8,2
937,1070,What was the Fat Lady’s password to get into the Gryffindor common room?,Caput Draconis,"['what', 'be', 'fat', 'lady', 'password', 'get', 'gryffindor', 'common', 'room']","['caput', 'draconis']","['what', 'be', 'fat', 'lady', 'password', 'get', 'gryffindor', 'common', 'room', 'caput', 'draconis']",['what'],False,FR,False,14,2
938,1071,"Harry, Ron, and Hermione help save the Sorcerer's Stone from being stolen. How old was its co-creator, Nicholas Flamel, when he decided to destroy it?",665.,"['harry', 'ron', 'hermione', 'help', 'save', 'sorcerer', 'stone', 'steal', 'how', 'old', 'be', 'cocreator', 'nicholas', 'flamel', 'when', 'decide', 'destroy']",[],"['harry', 'ron', 'hermione', 'help', 'save', 'sorcerer', 'stone', 'steal', 'how', 'old', 'be', 'cocreator', 'nicholas', 'flamel', 'when', 'decide', 'destroy']","['when', 'how']",False,FR,False,27,1
939,1073,Name at least two Hogwarts electives.,"Arithmancy, Care of Magical Creatures, Divination, Muggle Studies, or the Study of Ancient Runes.","['name', 'least', 'two', 'hogwarts', 'elective']","['arithmancy', 'care', 'magical', 'creature', 'divination', 'muggle', 'study', 'ancient', 'rune']","['name', 'least', 'two', 'hogwarts', 'elective', 'arithmancy', 'care', 'magical', 'creature', 'divination', 'muggle', 'study', 'ancient', 'rune']",['name'],False,FR,False,6,14
940,1074,What is the name of the Apparition instructor who comes to Hogwarts in Harry’s sixth year?,Wilkie Twycross.,"['what', 'be', 'name', 'apparition', 'instructor', 'who', 'come', 'hogwarts', 'harrys', 'sixth', 'year']","['wilkie', 'twycross']","['what', 'be', 'name', 'apparition', 'instructor', 'who', 'come', 'hogwarts', 'harrys', 'sixth', 'year', 'wilkie', 'twycross']","['what', 'name', 'who']",False,FR,False,17,2
941,1075,What is Luna Lovegood's father's name?,Xenophilius Lovegood.,"['what', 'be', 'luna', 'lovegoods', 'father', 'name']","['xenophilius', 'lovegood']","['what', 'be', 'luna', 'lovegoods', 'father', 'name', 'xenophilius', 'lovegood']","['what', 'name']",True,FR,False,8,2
942,1078,What position does Harry play on the Gryffindor Quidditch team?,Seeker.,"['what', 'position', 'do', 'harry', 'play', 'gryffindor', 'quidditch', 'team']",['seeker'],"['what', 'position', 'do', 'harry', 'play', 'gryffindor', 'quidditch', 'team', 'seeker']","['what', 'do']",False,FR,False,10,1
943,1081,What form of magical transportation is illegal?,Flying carpets,"['what', 'form', 'magical', 'transportation', 'be', 'illegal']","['fly', 'carpet']","['what', 'form', 'magical', 'transportation', 'be', 'illegal', 'fly', 'carpet']",['what'],False,FR,False,7,2
944,1082,What type of potion does Golpalott's Third Law pertain to?,Antidotes,"['what', 'type', 'potion', 'do', 'golpalotts', 'third', 'law', 'pertain']",['antidote'],"['what', 'type', 'potion', 'do', 'golpalotts', 'third', 'law', 'pertain', 'antidote']","['what', 'do']",False,FR,False,11,1
945,1083,Who is the founder of the Slytherin house?,Salazar Slytherin,"['who', 'be', 'founder', 'slytherin', 'house']","['salazar', 'slytherin']","['who', 'be', 'founder', 'slytherin', 'house', 'salazar']",['who'],False,FR,False,8,2
946,1084,What does Professor Kettleburn wish to do after retiring from Hogwarts?,Enjoy more time with his remaining limbs,"['what', 'do', 'professor', 'kettleburn', 'wish', 'retire', 'hogwarts']","['enjoy', 'time', 'remain', 'limb']","['what', 'do', 'professor', 'kettleburn', 'wish', 'retire', 'hogwarts', 'enjoy', 'time', 'remain', 'limb']","['what', 'do']",False,FR,False,11,7
947,1085,"Which of the following is NOT a form of Transfiguration: Switching, Vanishing, Enchantment, Conjuration.",Enchantment,"['which', 'follow', 'be', 'form', 'transfiguration', 'switch', 'vanish', 'enchantment', 'conjuration']",['enchantment'],"['which', 'follow', 'be', 'form', 'transfiguration', 'switch', 'vanish', 'enchantment', 'conjuration']",['which'],False,MCQ,False,14,1
948,1086,How do you tell if a door is Imperturbable?,Test if it repels objects and sounds,"['how', 'do', 'tell', 'door', 'be', 'imperturbable']","['test', 'repels', 'object', 'sound']","['how', 'do', 'tell', 'door', 'be', 'imperturbable', 'test', 'repels', 'object', 'sound']","['how', 'do']",False,EX,False,9,7
949,1087,"Which of the following plants is known for its tendency to slap people: Fanged Geranium, Bubotuber, Bouncing Bulbs, Snargaluff?",Bouncing Bulbs,"['which', 'follow', 'plant', 'be', 'know', 'tendency', 'slap', 'people', 'fanged', 'geranium', 'bubotuber', 'bounce', 'bulb', 'snargaluff']","['bounce', 'bulb']","['which', 'follow', 'plant', 'be', 'know', 'tendency', 'slap', 'people', 'fanged', 'geranium', 'bubotuber', 'bounce', 'bulb', 'snargaluff']",['which'],False,MCQ,False,19,2
950,1088,"Which of the following is NOT a type of broom? Nimbus, Cleansweep Seven, Occamy, Firebolt.",Occamy,"['which', 'follow', 'be', 'type', 'broom', 'nimbus', 'cleansweep', 'seven', 'occamy', 'firebolt']",['occamy'],"['which', 'follow', 'be', 'type', 'broom', 'nimbus', 'cleansweep', 'seven', 'occamy', 'firebolt']",['which'],False,MCQ,False,15,1
951,1089,"According to the Ministry of Magic's classification system, what type of entity is a Boggart?",Non-being,"['accord', 'ministry', 'magic', 'classification', 'system', 'what', 'type', 'entity', 'be', 'boggart']",['nonbeing'],"['accord', 'ministry', 'magic', 'classification', 'system', 'what', 'type', 'entity', 'be', 'boggart', 'nonbeing']",['what'],False,FR,False,16,2
952,1090,Where is the best place to buy flesh-eating slug repellent?,Knockturn Alley,"['where', 'be', 'best', 'place', 'buy', 'flesheating', 'slug', 'repellent']","['knockturn', 'alley']","['where', 'be', 'best', 'place', 'buy', 'flesheating', 'slug', 'repellent', 'knockturn', 'alley']",['where'],False,FR,False,11,2
953,1091,"In Harry Potter and the Half-Blood Prince, which amusingly titled book did Ron Weasley worry his mother might have sent him for Slughorn's N.E.W.T. Potions class by mistake? Madcap Magic for Wacky Warlocks, Charm Your Own Cheese, Where There's a Wand, There's a Way, Basic Hexes for the Busy and Vexed.",Charm Your Own Cheese,"['harry', 'potter', 'halfblood', 'prince', 'which', 'amusingly', 'title', 'book', 'do', 'ron', 'weasley', 'worry', 'mother', 'might', 'have', 'send', 'slughorns', 'newt', 'potion', 'class', 'mistake', 'madcap', 'magic', 'wacky', 'warlock', 'charm', 'cheese', 'where', 'there', 'wand', 'way', 'basic', 'hex', 'busy', 'vex']","['charm', 'cheese']","['harry', 'potter', 'halfblood', 'prince', 'which', 'amusingly', 'title', 'book', 'do', 'ron', 'weasley', 'worry', 'mother', 'might', 'have', 'send', 'slughorns', 'newt', 'potion', 'class', 'mistake', 'madcap', 'magic', 'wacky', 'warlock', 'charm', 'cheese', 'where', 'there', 'wand', 'way', 'basic', 'hex', 'busy', 'vex']","['where', 'which', 'do', 'have']",False,MCQ,False,58,4
954,1092,How many times did Wendelin the Weird allow herself to be caught by witch-hunters?,47,"['how', 'many', 'time', 'do', 'wendelin', 'weird', 'allow', 'caught', 'witchhunters']",[],"['how', 'many', 'time', 'do', 'wendelin', 'weird', 'allow', 'caught', 'witchhunters']","['how', 'do']",False,FR,True,15,1
955,1093,"Which of these words best describes Slytherin House: Daring, Patient, Resourceful, or Witty?",Resourceful,"['which', 'word', 'best', 'describes', 'slytherin', 'house', 'dare', 'patient', 'resourceful', 'witty']",['resourceful'],"['which', 'word', 'best', 'describes', 'slytherin', 'house', 'dare', 'patient', 'resourceful', 'witty']",['which'],False,MCQ,False,13,1
956,1094,"Which of these spells is NOT primarily classified as a standard utility Charm? Accio, Lumos, Geminio, Alohomora.",Geminio,"['which', 'spell', 'be', 'primarily', 'classify', 'standard', 'utility', 'charm', 'accio', 'lumos', 'geminio', 'alohomora']",['geminio'],"['which', 'spell', 'be', 'primarily', 'classify', 'standard', 'utility', 'charm', 'accio', 'lumos', 'geminio', 'alohomora']",['which'],False,MCQ,False,17,1
957,1095,"Which of the following spells is not used in Transfiguration Class: Vera Verto, Evanesco, Confundo, or Avis?",Confundo,"['which', 'follow', 'spell', 'be', 'use', 'transfiguration', 'class', 'vera', 'verto', 'evanesco', 'confundo', 'avis']",['confundo'],"['which', 'follow', 'spell', 'be', 'use', 'transfiguration', 'class', 'vera', 'verto', 'evanesco', 'confundo', 'avis']",['which'],False,MCQ,False,17,1
958,1096,"Which of these potions does NOT contain Valerian Sprigs as a listed ingredient? Draught of Living Death, Elixir to Induce Euphoria, Sleeping Draught, Polyjuice Potion.",Polyjuice Potion,"['which', 'potion', 'do', 'contain', 'valerian', 'sprig', 'list', 'ingredient', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'sleep', 'polyjuice']","['polyjuice', 'potion']","['which', 'potion', 'do', 'contain', 'valerian', 'sprig', 'list', 'ingredient', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'sleep', 'polyjuice']","['which', 'do']",False,MCQ,False,25,2
959,1097,"Which of these spells is most similar to Flipendo, the Knockback Jinx? Depulso, Accio, Incendio, Stupefy.",Depulso,"['which', 'spell', 'be', 'similar', 'flipendo', 'knockback', 'jinx', 'depulso', 'accio', 'incendio', 'stupefy']",['depulso'],"['which', 'spell', 'be', 'similar', 'flipendo', 'knockback', 'jinx', 'depulso', 'accio', 'incendio', 'stupefy']",['which'],False,MCQ,False,16,1
960,1098,"Which statement is true about conjured objects: They are permanent if the caster is powerful enough, Food is the easiest thing to conjure perfectly, They vanish in time, or They are always invisible to Muggles?",They vanish in time,"['which', 'statement', 'be', 'true', 'conjured', 'object', 'permanent', 'caster', 'powerful', 'enough', 'food', 'easy', 'thing', 'conjure', 'perfectly', 'vanish', 'time', 'always', 'invisible', 'muggles']","['vanish', 'time']","['which', 'statement', 'be', 'true', 'conjured', 'object', 'permanent', 'caster', 'powerful', 'enough', 'food', 'easy', 'thing', 'conjure', 'perfectly', 'vanish', 'time', 'always', 'invisible', 'muggles']",['which'],False,MCQ,False,35,4
961,1099,"Which of these creatures is notably proud and easy to offend if not treated politely: Niffler, Grindylow, Hippogriff, Bowtruckle?",Hippogriff,"['which', 'creatures', 'be', 'notably', 'proud', 'easy', 'offend', 'treat', 'politely', 'niffler', 'grindylow', 'hippogriff', 'bowtruckle']",['hippogriff'],"['which', 'creatures', 'be', 'notably', 'proud', 'easy', 'offend', 'treat', 'politely', 'niffler', 'grindylow', 'hippogriff', 'bowtruckle']",['which'],False,MCQ,False,19,1
962,1100,"Bouncing Bulbs are notoriously difficult for which of these Herbology actions: Watering, Pruning, Potting, or Fertilizing?",Potting,"['bounce', 'bulb', 'be', 'notoriously', 'difficult', 'which', 'herbology', 'action', 'water', 'prune', 'pot', 'fertilizing']",['pot'],"['bounce', 'bulb', 'be', 'notoriously', 'difficult', 'which', 'herbology', 'action', 'water', 'prune', 'pot', 'fertilizing']",['which'],False,MCQ,False,16,1
963,1101,Why does Luna Lovegood wear shoes to bed?,She sleepwalks,"['why', 'do', 'luna', 'lovegood', 'wear', 'shoe', 'bed']",['sleepwalks'],"['why', 'do', 'luna', 'lovegood', 'wear', 'shoe', 'bed', 'sleepwalks']","['why', 'do']",False,EX,False,8,2
964,1102,What ingredient do you need to mix with Dittany to cure Werewolf bites?,Powdered Silver,"['what', 'ingredient', 'do', 'need', 'mix', 'dittany', 'cure', 'werewolf', 'bite']","['powder', 'silver']","['what', 'ingredient', 'do', 'need', 'mix', 'dittany', 'cure', 'werewolf', 'bite', 'powder', 'silver']","['what', 'do']",False,FR,False,13,2
965,1103,Did Muggles use ancient runes as well??,"Yes, they did","['do', 'muggles', 'use', 'ancient', 'rune', 'well']","['yes', 'do']","['do', 'muggles', 'use', 'ancient', 'rune', 'well', 'yes']",['do'],False,YN,False,7,3
966,1104,"How does one typically become a Metamorphmagus? Casting a transformation spell, Using a magical potion, Born with the ability, or Learning from a skilled Metamorphmagus?",Born with the ability,"['how', 'do', 'one', 'typically', 'become', 'metamorphmagus', 'cast', 'transformation', 'spell', 'use', 'magical', 'potion', 'bear', 'ability', 'learn', 'skilled']","['bear', 'ability']","['how', 'do', 'one', 'typically', 'become', 'metamorphmagus', 'cast', 'transformation', 'spell', 'use', 'magical', 'potion', 'bear', 'ability', 'learn', 'skilled']","['how', 'do']",False,MCQ,False,25,4
967,1105,"On his 11th birthday, how many presents did Dudley Dursley receive on in total?",38,"['th', 'birthday', 'how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'total']",[],"['th', 'birthday', 'how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'total']","['how', 'do']",False,FR,True,14,1
968,1106,"In Harry Potter and the Philosopher's Stone, what is the first line of the book?","Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.","['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'line', 'book']","['mr', 'dursley', 'number', 'four', 'privet', 'drive', 'be', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']","['harry', 'potter', 'philosopher', 'stone', 'what', 'be', 'first', 'line', 'book', 'mr', 'dursley', 'number', 'four', 'privet', 'drive', 'proud', 'say', 'perfectly', 'normal', 'thank', 'much']",['what'],False,FR,False,16,22
969,1107,How many Horcruxes have been destroyed at the end of Harry Potter and the Half-Blood Prince?,2 (Tom Riddle's diary and Marvolo Gaunt's ring),"['how', 'many', 'horcruxes', 'have', 'destroy', 'end', 'harry', 'potter', 'halfblood', 'prince']","['tom', 'riddle', 'diary', 'marvolo', 'gaunts', 'ring']","['how', 'many', 'horcruxes', 'have', 'destroy', 'end', 'harry', 'potter', 'halfblood', 'prince', 'tom', 'riddle', 'diary', 'marvolo', 'gaunts', 'ring']","['how', 'have']",False,FR,True,17,10
970,1108,How old was Luna when she lost her mom?,9,"['how', 'old', 'be', 'luna', 'when', 'lose', 'mom']",[],"['how', 'old', 'be', 'luna', 'when', 'lose', 'mom']","['when', 'how']",False,FR,True,9,1
971,1109,How did I become a metamorphagus?,You were born 1.,"['how', 'do', 'become', 'metamorphagus']","['be', 'bear']","['how', 'do', 'become', 'metamorphagus', 'be', 'bear']","['how', 'do']",False,FR,True,6,4
972,1110,How many Horcruxes did Voldemort create intentionally?,6,"['how', 'many', 'horcruxes', 'do', 'voldemort', 'create', 'intentionally']",[],"['how', 'many', 'horcruxes', 'do', 'voldemort', 'create', 'intentionally']","['how', 'do']",False,FR,True,7,1
973,1111,How old was Harry when he got his first letter from Hogwarts?,11,"['how', 'old', 'be', 'harry', 'when', 'get', 'first', 'letter', 'hogwarts']",[],"['how', 'old', 'be', 'harry', 'when', 'get', 'first', 'letter', 'hogwarts']","['when', 'how']",False,FR,True,12,1
974,1112,How many Philosopher's Stones have been known to exist?,1,"['how', 'many', 'philosopher', 'stone', 'have', 'know', 'exist']",[],"['how', 'many', 'philosopher', 'stone', 'have', 'know', 'exist']","['how', 'have']",False,FR,True,10,1
975,1113,How many points is a goal worth?,10,"['how', 'many', 'point', 'be', 'goal', 'worth']",[],"['how', 'many', 'point', 'be', 'goal', 'worth']",['how'],False,FR,True,7,1
976,1114,How many presents did Dudley Dursley receive on his birthday in total?,"38. It was 36 (1 less than last year), but then Mrs. Dursley bought him 2 new presents to make up for it.","['how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'birthday', 'total']","['be', 'less', 'last', 'year', 'mrs', 'dursley', 'buy', 'new', 'present', 'make']","['how', 'many', 'present', 'do', 'dudley', 'dursley', 'receive', 'birthday', 'total', 'be', 'less', 'last', 'year', 'mrs', 'buy', 'new', 'make']","['how', 'do']",False,FR,True,12,23
