,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword
919,919,How often do the flowers of the Fluttery Bush Bloom?,Once per century,['how' 'often' 'do' 'flower' 'fluttery' 'bush' 'bloom'],['per' 'century'],['how' 'often' 'do' 'flower' 'fluttery' 'bush' 'bloom' 'per' 'century'],['how' 'do'],how
920,920,What causes the nightly movement of the stars across the sky?,The rotation of the Earth.,['what' 'cause' 'nightly' 'movement' 'star' 'across' 'sky'],['rotation' 'earth'],"['what' 'cause' 'nightly' 'movement' 'star' 'across' 'sky' 'rotation'
 'earth']",['what'],what
921,921,On what date did the Battle of Hogwarts end with Voldemort’s death?,"May 2, 1998",['what' 'date' 'do' 'battle' 'hogwarts' 'end' 'voldemort' 'death'],['may' '1998'],"['what' 'date' 'do' 'battle' 'hogwarts' 'end' 'voldemort' 'death' 'may'
 '1998']",['what' 'do'],what
922,922,What is the name of Fred and George Weasley’s shop?,Weasley’s Wizard Wheezes,['what' 'be' 'name' 'fred' 'george' 'weasley' 'shop'],['weasley' 'wizard' 'wheeze'],['what' 'be' 'name' 'fred' 'george' 'weasley' 'shop' 'wizard' 'wheeze'],['what' 'be' 'name'],what
923,923,"Throughout his school years, Harry owns two brooms. Which are they?",Nimbus 2000 and Firebolt,['throughout' 'school' 'year' 'harry' 'two' 'broom' 'which' 'be'],['nimbus' '2000' 'firebolt'],"['throughout' 'school' 'year' 'harry' 'two' 'broom' 'which' 'be' 'nimbus'
 '2000' 'firebolt']",['which' 'be'],which
924,924,What is the shape of the knocker on the door to the Ravenclaw Common Room?,Eagle,['what' 'be' 'shape' 'knocker' 'door' 'ravenclaw' 'common' 'room'],['eagle'],['what' 'be' 'shape' 'knocker' 'door' 'ravenclaw' 'common' 'room' 'eagle'],['what' 'be'],what
925,925,"In the movie, who hugs Draco Malfoy?",Voldemort (and it’s super awkward),['movie' 'who' 'hug' 'draco' 'malfoy'],['voldemort' 'super' 'awkward'],['movie' 'who' 'hug' 'draco' 'malfoy' 'voldemort' 'super' 'awkward'],['who'],who
926,926,Where do first-years have Herbology class?,Greenhouse One,['where' 'do' 'first' 'year' 'have' 'herbology' 'class'],['greenhouse' 'one'],['where' 'do' 'first' 'year' 'have' 'herbology' 'class' 'greenhouse' 'one'],['where' 'do' 'have'],where
927,927,Which wand wood is considered unlucky?,Elder,['which' 'wand' 'wood' 'be' 'consider' 'unlucky'],['elder'],['which' 'wand' 'wood' 'be' 'consider' 'unlucky' 'elder'],['which' 'be'],which
928,928,Who is the autor of 'Beginners Guide to Transfigurations'?,Emeric Switch,['who' 'be' 'autor' 'beginner' 'guide' 'transfiguration'],['emeric' 'switch'],['who' 'be' 'autor' 'beginner' 'guide' 'transfiguration' 'emeric' 'switch'],['who' 'be'],who
929,929,What is Lily Potter's birthday?,"Jan. 30, 1960",['what' 'be' 'lily' 'potter' 'birthday'],['jan' '30' '1960'],['what' 'be' 'lily' 'potter' 'birthday' 'jan' '30' '1960'],['what' 'be'],what
930,930,What type of creature is Fluffy?,A three-headed dog,['what' 'type' 'creature' 'be' 'fluffy'],['three' 'head' 'dog'],['what' 'type' 'creature' 'be' 'fluffy' 'three' 'head' 'dog'],['what' 'be'],what
931,931,What does Professor Vector Teach?,Arithmancy.,['what' 'do' 'professor' 'vector' 'teach'],['arithmancy'],['what' 'do' 'professor' 'vector' 'teach' 'arithmancy'],['what' 'do'],what
932,932,Which of these plants has healing properties?,Dittany,['which' 'plant' 'have' 'heal' 'property'],['dittany'],['which' 'plant' 'have' 'heal' 'property' 'dittany'],['which' 'have'],which
933,933,Do ancient runes have magical properties themselves?,"No, they don't.",['do' 'ancient' 'rune' 'have' 'magical' 'property'],['no'],['do' 'ancient' 'rune' 'have' 'magical' 'property' 'no'],['do' 'have'],do
934,934,Wiggentrees are guarded by what creature?,Bowtruckle,['wiggentrees' 'be' 'guard' 'what' 'creature'],['bowtruckle'],['wiggentrees' 'be' 'guard' 'what' 'creature' 'bowtruckle'],['be' 'what'],what
935,935,What house was Moaning Myrtle sorted into?,Ravenclaw,['what' 'house' 'be' 'moan' 'myrtle' 'sort'],['ravenclaw'],['what' 'house' 'be' 'moan' 'myrtle' 'sort' 'ravenclaw'],['what' 'be'],what
936,936,Who is the Transfiguration Professor?,Minerva McGonagall,['who' 'be' 'transfiguration' 'professor'],['minerva' 'mcgonagall'],['who' 'be' 'transfiguration' 'professor' 'minerva' 'mcgonagall'],['who' 'be'],who
937,937,Where is the entrance to the Chamber of Secrets hidden?,The girls' bathroom,['where' 'be' 'entrance' 'chamber' 'secret' 'hide'],['girl' 'bathroom'],['where' 'be' 'entrance' 'chamber' 'secret' 'hide' 'girl' 'bathroom'],['where' 'be'],where
938,938,Who invented Sleakeazy's Hair Potion?,Fleamont Potter,['who' 'invent' 'sleakeazy' 'hair' 'potion'],['fleamont' 'potter'],['who' 'invent' 'sleakeazy' 'hair' 'potion' 'fleamont' 'potter'],['who'],who
939,939,"In the book, who becomes the temporary guard to the Gryffindor common room after the Fat Lady’s painting is damaged?",Sir Cadogan,"['book' 'who' 'become' 'temporary' 'guard' 'gryffindor' 'common' 'room'
 'fat' 'lady' 'painting' 'be' 'damage']",['sir' 'cadogan'],"['book' 'who' 'become' 'temporary' 'guard' 'gryffindor' 'common' 'room'
 'fat' 'lady' 'painting' 'be' 'damage' 'sir' 'cadogan']",['who' 'be'],who
940,940,Which four characters hold the position of Minister of Magic throughout the books?,"Cornelius Fudge, Rufus Scrimgeour, Pius Thicknesse and Kingsley Shacklebolt","['which' 'four' 'character' 'hold' 'position' 'minister' 'magic'
 'throughout' 'book']","['cornelius' 'fudge' 'rufus' 'scrimgeour' 'pius' 'thicknesse' 'kingsley'
 'shacklebolt']","['which' 'four' 'character' 'hold' 'position' 'minister' 'magic'
 'throughout' 'book' 'cornelius' 'fudge' 'rufus' 'scrimgeour' 'pius'
 'thicknesse' 'kingsley' 'shacklebolt']",['which'],which
941,941,Which of these plants doesn't bite?,Whomping Willow,['which' 'plant' 'bite'],['whomp' 'willow'],['which' 'plant' 'bite' 'whomp' 'willow'],['which'],which
942,942,What spell turns an object into stone?,Duro,['what' 'spell' 'turn' 'object' 'stone'],['duro'],['what' 'spell' 'turn' 'object' 'stone' 'duro'],['what'],what
943,943,Name the Defense Against the Dark Arts teachers during Harry's six years at Hogwarts.,"Professor Quirinus Quirrell, Professor Gilderoy Lockhart, Professor Remus Lupin, Barty Crouch Jr. in disguise as Professor Mad-Eye Moody, Professor Dolores Umbridge, Professor Severus Snape.",['name' 'defense' 'dark' 'art' 'teacher' 'harry' 'six' 'year' 'hogwarts'],"['professor' 'quirinus' 'quirrell' 'gilderoy' 'lockhart' 'remus' 'lupin'
 'barty' 'crouch' 'jr' 'disguise' 'mad' 'eye' 'moody' 'dolores' 'umbridge'
 'severus' 'snape']","['name' 'defense' 'dark' 'art' 'teacher' 'harry' 'six' 'year' 'hogwarts'
 'professor' 'quirinus' 'quirrell' 'gilderoy' 'lockhart' 'remus' 'lupin'
 'barty' 'crouch' 'jr' 'disguise' 'mad' 'eye' 'moody' 'dolores' 'umbridge'
 'severus' 'snape']",['name'],name
944,944,Hermione discovered that the Basilisk was moving around the castle using what?,The Plumbing,"['hermione' 'discover' 'basilisk' 'be' 'move' 'around' 'castle' 'use'
 'what']",['plumbing'],"['hermione' 'discover' 'basilisk' 'be' 'move' 'around' 'castle' 'use'
 'what' 'plumbing']",['be' 'what'],what
945,945,What's the address of the Black family home?,12 Grimmauld Place,['what' 'address' 'black' 'family' 'home'],['12' 'grimmauld' 'place'],['what' 'address' 'black' 'family' 'home' '12' 'grimmauld' 'place'],['what'],what
946,946,The wizarding version of marbles is called what?,Gobstones.,['wizarding' 'version' 'marble' 'be' 'call' 'what'],['gobstones'],['wizarding' 'version' 'marble' 'be' 'call' 'what' 'gobstones'],['be' 'what'],what
947,947,"In the wizarding world, speaking to snakes is a skill called what; famously practiced by who?","Parseltongue, Lord Voldemort.","['wizarding' 'world' 'speak' 'snake' 'be' 'skill' 'call' 'what' 'famously'
 'practice' 'who']",['parseltongue' 'lord' 'voldemort'],"['wizarding' 'world' 'speak' 'snake' 'be' 'skill' 'call' 'what' 'famously'
 'practice' 'who' 'parseltongue' 'lord' 'voldemort']",['be' 'what' 'who'],what
948,948,What does the Trip Jinx cause its victim to do?,Fall Over,['what' 'do' 'trip' 'jinx' 'cause' 'victim'],['fall'],['what' 'do' 'trip' 'jinx' 'cause' 'victim' 'fall'],['what' 'do'],what
949,949,Emeric the Evil was killed in a duel against whom?,Egbert the Egregious,['emeric' 'evil' 'be' 'kill' 'duel'],['egbert' 'egregious'],['emeric' 'evil' 'be' 'kill' 'duel' 'egbert' 'egregious'],['be'],be
950,950,What is a potion that cause boils of brewed incorrectly?,Cure for Boils,['what' 'be' 'potion' 'cause' 'boil' 'brew' 'incorrectly'],['cure' 'boil'],['what' 'be' 'potion' 'cause' 'boil' 'brew' 'incorrectly' 'cure'],['what' 'be'],what
951,951,What would Peevsey do at the International Warlock Convention?,Wreak havoc,['what' 'would' 'peevsey' 'do' 'international' 'warlock' 'convention'],['wreak' 'havoc'],"['what' 'would' 'peevsey' 'do' 'international' 'warlock' 'convention'
 'wreak' 'havoc']",['what' 'would' 'do'],what
952,952,Ron was jealous because Hermione went to the Yule Ball with whom?,Viktor Krum,['ron' 'be' 'jealous' 'hermione' 'go' 'yule' 'ball'],['viktor' 'krum'],['ron' 'be' 'jealous' 'hermione' 'go' 'yule' 'ball' 'viktor' 'krum'],['be'],be
953,953,What creature tries to eat Harry in the lake during the Triwizard Tournament?,Merpeople,['what' 'creature' 'try' 'eat' 'harry' 'lake' 'triwizard' 'tournament'],['merpeople'],"['what' 'creature' 'try' 'eat' 'harry' 'lake' 'triwizard' 'tournament'
 'merpeople']",['what'],what
954,954,Switching spells simultaneously transfigure how many objects?,Two,['switch' 'spell' 'simultaneously' 'transfigure' 'how' 'many' 'object'],['two'],"['switch' 'spell' 'simultaneously' 'transfigure' 'how' 'many' 'object'
 'two']",['how'],how
955,955,One's defences against the Dark Arts must be what?,Versatile,['one' 'defence' 'dark' 'art' 'must' 'be' 'what'],['versatile'],['one' 'defence' 'dark' 'art' 'must' 'be' 'what' 'versatile'],['be' 'what'],what
956,956,What is the branch of magic that deals with altering the form or appearance of an object?,Transfiguration,['what' 'be' 'branch' 'magic' 'deal' 'alter' 'form' 'appearance' 'object'],['transfiguration'],"['what' 'be' 'branch' 'magic' 'deal' 'alter' 'form' 'appearance' 'object'
 'transfiguration']",['what' 'be'],what
957,957,Hermione places a jinx on the piece of parchment members of Dumbledore’s Army sign. What happens to those who betray the group?,Pustules will form the word sneak across their foreheads.,"['hermione' 'place' 'jinx' 'piece' 'parchment' 'member' 'dumbledore'
 'army' 'sign' 'what' 'happen' 'who' 'betray' 'group']",['pustule' 'form' 'word' 'sneak' 'across' 'forehead'],"['hermione' 'place' 'jinx' 'piece' 'parchment' 'member' 'dumbledore'
 'army' 'sign' 'what' 'happen' 'who' 'betray' 'group' 'pustule' 'form'
 'word' 'sneak' 'across' 'forehead']",['what' 'who'],what
958,958,From which London station does the Hogwarts Express depart?,King's Cross Station,['which' 'london' 'station' 'do' 'hogwarts' 'express' 'depart'],['king' 'cross' 'station'],"['which' 'london' 'station' 'do' 'hogwarts' 'express' 'depart' 'king'
 'cross']",['which' 'do'],which
959,959,"For Harry's 17th birthday, what colour did Hermione turn the leaves of the Weasley’s crabapple tree?",Gold.,"['harry' '17th' 'birthday' 'what' 'colour' 'do' 'hermione' 'turn' 'leaf'
 'weasley' 'crabapple' 'tree']",['gold'],"['harry' '17th' 'birthday' 'what' 'colour' 'do' 'hermione' 'turn' 'leaf'
 'weasley' 'crabapple' 'tree' 'gold']",['what' 'do'],what
960,960,Why did Hermione miss the lesson on Cheering Charms?,Draco's cruel behavior led her to miss the class.,['why' 'do' 'hermione' 'miss' 'lesson' 'cheer' 'charm'],['draco' 'cruel' 'behavior' 'lead' 'miss' 'class'],"['why' 'do' 'hermione' 'miss' 'lesson' 'cheer' 'charm' 'draco' 'cruel'
 'behavior' 'lead' 'class']",['why' 'do'],why
961,961,Which potion would make Rowan feel better?,Pepperup Potion.,['which' 'potion' 'would' 'make' 'rowan' 'feel' 'well'],['pepperup' 'potion'],['which' 'potion' 'would' 'make' 'rowan' 'feel' 'well' 'pepperup'],['which' 'would'],which
962,962,How long should a Polyjuice Potion stew before usage?,One Month,['how' 'long' 'should' 'polyjuice' 'potion' 'stew' 'usage'],['one' 'month'],['how' 'long' 'should' 'polyjuice' 'potion' 'stew' 'usage' 'one' 'month'],['how' 'should'],how
963,963,Which of these plants is a Class C non-traceable substance?,Venomous Tentacula,['which' 'plant' 'be' 'class' 'non' 'traceable' 'substance'],['venomous' 'tentacula'],"['which' 'plant' 'be' 'class' 'non' 'traceable' 'substance' 'venomous'
 'tentacula']",['which' 'be'],which
964,964,What is Draco Malfoy’s mother’s name?,Narcissa,['what' 'be' 'draco' 'malfoy' 'mother' 'name'],['narcissa'],['what' 'be' 'draco' 'malfoy' 'mother' 'name' 'narcissa'],['what' 'be' 'name'],what
965,965,What spell did I create with Badeea?,Flipendo Maxima.,['what' 'spell' 'do' 'create' 'badeea'],['flipendo' 'maximum'],['what' 'spell' 'do' 'create' 'badeea' 'flipendo' 'maximum'],['what' 'do'],what
966,966,What book did Beedle the Bard write?,The Tales of Beedle the Bard,['what' 'book' 'do' 'beedle' 'bard' 'write'],['tale' 'beedle' 'bard'],['what' 'book' 'do' 'beedle' 'bard' 'write' 'tale'],['what' 'do'],what
967,967,Which Wizard used the Tarantallegra spell in 79 AD to conjure a dance within Mt. Vesuvius?,Zaccaria Innocenti,"['which' 'wizard' 'use' 'tarantallegra' 'spell' '79' 'ad' 'conjure'
 'dance' 'within' 'mt' 'vesuvius']",['zaccaria' 'innocenti'],"['which' 'wizard' 'use' 'tarantallegra' 'spell' '79' 'ad' 'conjure'
 'dance' 'within' 'mt' 'vesuvius' 'zaccaria' 'innocenti']",['which'],which
968,968,Who was in love with Helena Ravenclaw?,The Bloody Baron,['who' 'be' 'love' 'helena' 'ravenclaw'],['bloody' 'baron'],['who' 'be' 'love' 'helena' 'ravenclaw' 'bloody' 'baron'],['who' 'be'],who
969,969,What barrel do you need to tap to enter the Hufflepuff common room?,"Two from the Bottom, Middle of the Second Row",['what' 'barrel' 'do' 'need' 'tap' 'enter' 'hufflepuff' 'common' 'room'],['two' 'bottom' 'middle' 'second' 'row'],"['what' 'barrel' 'do' 'need' 'tap' 'enter' 'hufflepuff' 'common' 'room'
 'two' 'bottom' 'middle' 'second' 'row']",['what' 'do'],what
970,970,What day did James and Lily Potter die?,Oct. 31,['what' 'day' 'do' 'james' 'lily' 'potter' 'die'],['oct' '31'],['what' 'day' 'do' 'james' 'lily' 'potter' 'die' 'oct' '31'],['what' 'do'],what
971,971,Where did Harry Potter live with his muggle relatives the Dursleys?,Privet Drive,['where' 'do' 'harry' 'potter' 'live' 'muggle' 'relatives' 'dursleys'],['privet' 'drive'],"['where' 'do' 'harry' 'potter' 'live' 'muggle' 'relatives' 'dursleys'
 'privet' 'drive']",['where' 'do'],where
972,972,What ingredients 'seal' a werewolf bite?,Silver and Dittany,['what' 'ingredients' 'seal' 'werewolf' 'bite'],['silver' 'dittany'],['what' 'ingredients' 'seal' 'werewolf' 'bite' 'silver' 'dittany'],['what'],what
973,973,Who makes laws for the magical world?,The Ministry of Magic.,['who' 'make' 'law' 'magical' 'world'],['ministry' 'magic'],['who' 'make' 'law' 'magical' 'world' 'ministry' 'magic'],['who'],who
974,974,What is true about gerbils?,They like to burrow,['what' 'be' 'true' 'gerbil'],['like' 'burrow'],['what' 'be' 'true' 'gerbil' 'like' 'burrow'],['what' 'be' 'true'],what
975,975,Which spell would you use to tame Devil's Snare?,Incendio,['which' 'spell' 'would' 'use' 'tame' 'devil' 'snare'],['incendio'],['which' 'spell' 'would' 'use' 'tame' 'devil' 'snare' 'incendio'],['which' 'would'],which
976,976,What is Draco Malfoy's wand made of?,Hawthorne,['what' 'be' 'draco' 'malfoy' 'wand' 'make'],['hawthorne'],['what' 'be' 'draco' 'malfoy' 'wand' 'make' 'hawthorne'],['what' 'be'],what
977,977,What is the name of the gamekeeper and Care of Magical Creatures professor during Harry's first year at Hogwarts?,Rubeus Hagrid,"['what' 'be' 'name' 'gamekeeper' 'care' 'magical' 'creature' 'professor'
 'harry' 'first' 'year' 'hogwarts']",['rubeus' 'hagrid'],"['what' 'be' 'name' 'gamekeeper' 'care' 'magical' 'creature' 'professor'
 'harry' 'first' 'year' 'hogwarts' 'rubeus' 'hagrid']",['what' 'be' 'name'],what
978,978,When is Harry's birthday?,"July 31, 1980.",['when' 'be' 'harry' 'birthday'],['july' '31' '1980'],['when' 'be' 'harry' 'birthday' 'july' '31' '1980'],['when' 'be'],when
979,979,What does the number 14 reduce to?,Five,['what' 'do' 'number' '14' 'reduce'],['five'],['what' 'do' 'number' '14' 'reduce' 'five'],['what' 'do'],what
980,980,What is the effect of the Stupefy spell?,Stun you,['what' 'be' 'effect' 'stupefy' 'spell'],['stun'],['what' 'be' 'effect' 'stupefy' 'spell' 'stun'],['what' 'be'],what
981,981,How would you describe a Pixie's voice?,Shrill,['how' 'would' 'describe' 'pixie' 'voice'],['shrill'],['how' 'would' 'describe' 'pixie' 'voice' 'shrill'],['how' 'would'],how
982,982,Which is a possible side effect of Pepperup Potions?,Steam Coming Out of Ears,['which' 'be' 'possible' 'side' 'effect' 'pepperup' 'potion'],['steam' 'come' 'ear'],"['which' 'be' 'possible' 'side' 'effect' 'pepperup' 'potion' 'steam'
 'come' 'ear']",['which' 'be'],which
983,983,What does Reparifarge do?,Undo Transfigurations,['what' 'do' 'reparifarge'],['undo' 'transfiguration'],['what' 'do' 'reparifarge' 'undo' 'transfiguration'],['what' 'do'],what
984,984,Which witch created the cure for dragon pox?,Gunhilda de Gorsemoor,['which' 'witch' 'create' 'cure' 'dragon' 'pox'],['gunhilda' 'de' 'gorsemoor'],"['which' 'witch' 'create' 'cure' 'dragon' 'pox' 'gunhilda' 'de'
 'gorsemoor']",['which'],which
985,985,What is the side effect of Petrificus Totalus?,Stiffened Limbs,['what' 'be' 'side' 'effect' 'petrificus' 'totalus'],['stiffen' 'limb'],['what' 'be' 'side' 'effect' 'petrificus' 'totalus' 'stiffen' 'limb'],['what' 'be'],what
986,986,An Infusion of Wormwood is NOT an ingredient in which of these potions?,Beautification Potion,['infusion' 'wormwood' 'be' 'ingredient' 'which' 'potion'],['beautification' 'potion'],['infusion' 'wormwood' 'be' 'ingredient' 'which' 'potion' 'beautification'],['be' 'which'],which
987,987,Who plays Professor Dumbledore in this and the subsequent Harry Potter movies?,Michael Gambon,"['who' 'play' 'professor' 'dumbledore' 'subsequent' 'harry' 'potter'
 'movie']",['michael' 'gambon'],"['who' 'play' 'professor' 'dumbledore' 'subsequent' 'harry' 'potter'
 'movie' 'michael' 'gambon']",['who'],who
988,988,What is the purpose of the spell Finite Incantatem?,Stop spells,['what' 'be' 'purpose' 'spell' 'finite' 'incantatem'],['stop' 'spell'],['what' 'be' 'purpose' 'spell' 'finite' 'incantatem' 'stop'],['what' 'be'],what
989,989,Which creature is known to steal things?,Niffler,['which' 'creature' 'be' 'know' 'steal' 'thing'],['niffler'],['which' 'creature' 'be' 'know' 'steal' 'thing' 'niffler'],['which' 'be'],which
