,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
807,1333,"What flavour does Dumbledore get when trying a Bertie Bott’s Every Flavour Bean in Philosopher’s Stone: Liver, Vomit, Earwax, or Booger?",Earwax,"['what', 'flavour', 'do', 'dumbledore', 'get', 'when', 'try', 'bertie', 'bott', 'every', 'bean', 'philosopher', 'stone', 'liver', 'vomit', 'earwax', 'booger']",['earwax'],"['what', 'flavour', 'do', 'dumbledore', 'get', 'when', 'try', 'bertie', 'bott', 'every', 'bean', 'philosopher', 'stone', 'liver', 'vomit', 'earwax', 'booger']","['what', 'do', 'when']",what,23,1,MCQ,text
808,1334,"During their grand, defiant exit from Hogwarts, what large, mucky magical obstacle did Fred and George Weasley conjure in a fifth-floor corridor to give Dolores Umbridge a memorable, green parting gift?",A Portable Swamp,"['grand', 'defiant', 'exit', 'hogwarts', 'what', 'large', 'mucky', 'magical', 'obstacle', 'do', 'fred', 'george', 'weasley', 'conjure', 'fifth', 'floor', 'corridor', 'give', 'dolores', 'umbridge', 'memorable', 'green', 'part', 'gift']","['portable', 'swamp']","['grand', 'defiant', 'exit', 'hogwarts', 'what', 'large', 'mucky', 'magical', 'obstacle', 'do', 'fred', 'george', 'weasley', 'conjure', 'fifth', 'floor', 'corridor', 'give', 'dolores', 'umbridge', 'memorable', 'green', 'part', 'gift', 'portable', 'swamp']","['what', 'do']",what,32,3,FR,text
809,1335,You'd think Albus Dumbledore's famously crooked nose came from battling a terrifying Dark wizard. But how did he actually get that permanently bent nose?,"His brother, Aberforth Dumbledore, broke it during a fight (specifically, an argument about their sister Ariana)","['think', 'albus', 'dumbledore', 'famously', 'crook', 'nose', 'come', 'battle', 'terrify', 'dark', 'wizard', 'how', 'do', 'actually', 'get', 'permanently', 'bent']","['brother', 'aberforth', 'dumbledore', 'break', 'fight', 'specifically', 'argument', 'sister', 'ariana']","['think', 'albus', 'dumbledore', 'famously', 'crook', 'nose', 'come', 'battle', 'terrify', 'dark', 'wizard', 'how', 'do', 'actually', 'get', 'permanently', 'bent', 'brother', 'aberforth', 'break', 'fight', 'specifically', 'argument', 'sister', 'ariana']","['how', 'do']",how,26,16,EX,text
810,1336,"Despite their lack of exciting magical abilities, what peculiar bodily fluid produced by Flobberworms is known to have a practical use in potion-making, specifically for thickening various concoctions?",Their mucus (or slime).,"['despite', 'lack', 'excite', 'magical', 'ability', 'what', 'peculiar', 'bodily', 'fluid', 'produce', 'flobberworms', 'be', 'know', 'have', 'practical', 'use', 'potion', 'making', 'specifically', 'thicken', 'various', 'concoction']","['mucus', 'slime']","['despite', 'lack', 'excite', 'magical', 'ability', 'what', 'peculiar', 'bodily', 'fluid', 'produce', 'flobberworms', 'be', 'know', 'have', 'practical', 'use', 'potion', 'making', 'specifically', 'thicken', 'various', 'concoction', 'mucus', 'slime']","['what', 'be', 'have']",what,29,4,FR,text
811,1337,What potion must a werewolf take every night for a week before the full moon to keep their human mind after transformation?,Wolfsbane Potion,"['what', 'potion', 'must', 'werewolf', 'take', 'every', 'night', 'week', 'full', 'moon', 'keep', 'human', 'mind', 'transformation']","['wolfsbane', 'potion']","['what', 'potion', 'must', 'werewolf', 'take', 'every', 'night', 'week', 'full', 'moon', 'keep', 'human', 'mind', 'transformation', 'wolfsbane']",['what'],what,22,2,FR,text
812,1338,How does Harry discover that Snape is the Half-Blood Prince?,"Snape reveals it himself during a duel with Harry after Dumbledore’s death, saying, “I am the Half-Blood Prince!” Hermione later confirms the name by discovering Snape’s mother was Eileen Prince.","['how', 'do', 'harry', 'discover', 'snape', 'be', 'half', 'blood', 'prince']","['snape', 'reveal', 'duel', 'harry', 'dumbledore', 'death', 'say', 'be', 'half', 'blood', 'prince', 'hermione', 'later', 'confirm', 'name', 'discover', 'mother', 'eileen']","['how', 'do', 'harry', 'discover', 'snape', 'be', 'half', 'blood', 'prince', 'reveal', 'duel', 'dumbledore', 'death', 'say', 'hermione', 'later', 'confirm', 'name', 'mother', 'eileen']","['how', 'do', 'be']",how,11,33,EX,text
813,1339,What is the name of the dark wizard defeated by Dumbledore in 1945 and known for seeking the Deathly Hallows?,Gellert Grindelwald,"['what', 'be', 'name', 'dark', 'wizard', 'defeat', 'dumbledore', '1945', 'know', 'seek', 'deathly', 'hallows']","['gellert', 'grindelwald']","['what', 'be', 'name', 'dark', 'wizard', 'defeat', 'dumbledore', '1945', 'know', 'seek', 'deathly', 'hallows', 'gellert', 'grindelwald']","['what', 'be', 'name']",what,20,2,FR,text
814,1340,"In Harry Potter and the Order of the Phoenix, Harry finds a photograph in a drawer at Grimmauld Place that Lily had sent to Sirius. What is shown in the photograph that surprises him?","Harry as a baby, pictured with his parents.","['harry', 'potter', 'order', 'phoenix', 'find', 'photograph', 'drawer', 'grimmauld', 'place', 'lily', 'have', 'send', 'sirius', 'what', 'be', 'show', 'surprise']","['harry', 'baby', 'picture', 'parent']","['harry', 'potter', 'order', 'phoenix', 'find', 'photograph', 'drawer', 'grimmauld', 'place', 'lily', 'have', 'send', 'sirius', 'what', 'be', 'show', 'surprise', 'baby', 'picture', 'parent']","['have', 'what', 'be']",what,34,8,EX,text
815,1341,"What Hogwarts house was Sirius Black’s younger brother, Regulus Black, sorted into?",Slytherin,"['what', 'hogwarts', 'house', 'be', 'sirius', 'black', 'young', 'brother', 'regulus', 'sort']",['slytherin'],"['what', 'hogwarts', 'house', 'be', 'sirius', 'black', 'young', 'brother', 'regulus', 'sort', 'slytherin']","['what', 'be']",what,13,1,FR,text
816,1342,Where was the real locket Horcrux discovered after the fake one had been retrieved from the cave?,"At the Ministry of Magic, worn by Dolores Umbridge during a Muggle-born trial.","['where', 'be', 'real', 'locket', 'horcrux', 'discover', 'fake', 'one', 'have', 'retrieve', 'cave']","['ministry', 'magic', 'wear', 'dolores', 'umbridge', 'muggle', 'bear', 'trial']","['where', 'be', 'real', 'locket', 'horcrux', 'discover', 'fake', 'one', 'have', 'retrieve', 'cave', 'ministry', 'magic', 'wear', 'dolores', 'umbridge', 'muggle', 'bear', 'trial']","['where', 'be', 'have']",where,17,14,EX,text
817,1343,"In Harry Potter and the Half-Blood Prince, a fake Horcrux is found with a note signed ""R.A.B."" Who is later revealed to be R.A.B.?",Regulus Arcturus Black,"['harry', 'potter', 'half', 'blood', 'prince', 'fake', 'horcrux', 'be', 'find', 'note', 'sign', 'who', 'later', 'reveal']","['regulus', 'arcturus', 'black']","['harry', 'potter', 'half', 'blood', 'prince', 'fake', 'horcrux', 'be', 'find', 'note', 'sign', 'who', 'later', 'reveal', 'regulus', 'arcturus', 'black']","['be', 'who']",who,29,3,FR,text
818,1344,Why did Regulus Black decide to leave the Death Eaters and betray Voldemort?,Because Voldemort mistreated Kreacher and Regulus realized how ruthless and dangerous he truly was.,"['why', 'do', 'regulus', 'black', 'decide', 'leave', 'death', 'eater', 'betray', 'voldemort']","['voldemort', 'mistreat', 'kreacher', 'regulus', 'realize', 'how', 'ruthless', 'dangerous', 'truly', 'be']","['why', 'do', 'regulus', 'black', 'decide', 'leave', 'death', 'eater', 'betray', 'voldemort', 'mistreat', 'kreacher', 'realize', 'how', 'ruthless', 'dangerous', 'truly', 'be']","['why', 'do']",why,13,14,EX,text
819,1345,What was the second true prophecy made by Professor Trelawney that occurs in Harry Potter and the Prisoner of Azkaban?,"That the Dark Lord would rise again, and his servant would break free and return to him — referring to Peter Pettigrew escaping to rejoin Voldemort","['what', 'be', 'second', 'true', 'prophecy', 'make', 'professor', 'trelawney', 'occur', 'harry', 'potter', 'prisoner', 'azkaban']","['dark', 'lord', 'would', 'rise', 'servant', 'break', 'free', 'return', 'refer', 'peter', 'pettigrew', 'escape', 'rejoin', 'voldemort']","['what', 'be', 'second', 'true', 'prophecy', 'make', 'professor', 'trelawney', 'occur', 'harry', 'potter', 'prisoner', 'azkaban', 'dark', 'lord', 'would', 'rise', 'servant', 'break', 'free', 'return', 'refer', 'peter', 'pettigrew', 'escape', 'rejoin', 'voldemort']","['what', 'be', 'true']",what,20,25,EX,text
820,1346,What gift did Ron bring back for Harry from his family’s trip to Egypt?,A Pocket Sneakoscope,"['what', 'gift', 'do', 'ron', 'bring', 'back', 'harry', 'family', 'trip', 'egypt']","['pocket', 'sneakoscope']","['what', 'gift', 'do', 'ron', 'bring', 'back', 'harry', 'family', 'trip', 'egypt', 'pocket', 'sneakoscope']","['what', 'do']",what,15,3,FR,text
821,1347,Why did Voldemort imprison Ollivander in Harry Potter and the Deathly Hallows?,Because Ollivander knew the secrets of wandlore and Voldemort wanted to force him to reveal information about wand cores and the Elder Wand.,"['why', 'do', 'voldemort', 'imprison', 'ollivander', 'harry', 'potter', 'deathly', 'hallows']","['ollivander', 'know', 'secret', 'wandlore', 'voldemort', 'want', 'force', 'reveal', 'information', 'wand', 'core', 'elder']","['why', 'do', 'voldemort', 'imprison', 'ollivander', 'harry', 'potter', 'deathly', 'hallows', 'know', 'secret', 'wandlore', 'want', 'force', 'reveal', 'information', 'wand', 'core', 'elder']","['why', 'do']",why,12,23,EX,text
822,1348,Why did Voldemort want to obtain the Elder Wand in Harry Potter and the Deathly Hallows?,"Voldemort wanted the Elder Wand because it was the most powerful and he feared his own wand shared a core with Harry’s, making it less effective—so he sought the Elder Wand to be unbeatable.","['why', 'do', 'voldemort', 'want', 'obtain', 'elder', 'wand', 'harry', 'potter', 'deathly', 'hallows']","['voldemort', 'want', 'elder', 'wand', 'be', 'powerful', 'fear', 'share', 'core', 'harry', 'make', 'less', 'effective', 'seek', 'unbeatable']","['why', 'do', 'voldemort', 'want', 'obtain', 'elder', 'wand', 'harry', 'potter', 'deathly', 'hallows', 'be', 'powerful', 'fear', 'share', 'core', 'make', 'less', 'effective', 'seek', 'unbeatable']","['why', 'do']",why,16,36,EX,text
823,1349,How did Harry become the true master of the Elder Wand in Harry Potter and the Deathly Hallows?,"By disarming Draco Malfoy at Malfoy Manor, who was the wand’s previous master.","['how', 'do', 'harry', 'become', 'true', 'master', 'elder', 'wand', 'potter', 'deathly', 'hallows']","['disarm', 'draco', 'malfoy', 'manor', 'who', 'be', 'wand', 'previous', 'master']","['how', 'do', 'harry', 'become', 'true', 'master', 'elder', 'wand', 'potter', 'deathly', 'hallows', 'disarm', 'draco', 'malfoy', 'manor', 'who', 'be', 'previous']","['how', 'do', 'true']",how,18,14,EX,text
824,1350,"In Harry Potter and the Deathly Hallows, during the Battle of Hogwarts, Narcissa Malfoy lies to Voldemort about Harry’s death. What was her desperate motivation for this lie?","Her desperate need to know if her son, Draco, was alive (or to find Draco / to ensure Draco's safety).","['harry', 'potter', 'deathly', 'hallows', 'battle', 'hogwarts', 'narcissa', 'malfoy', 'lie', 'voldemort', 'death', 'what', 'be', 'desperate', 'motivation']","['desperate', 'need', 'know', 'son', 'draco', 'be', 'alive', 'find', 'ensure', 'safety']","['harry', 'potter', 'deathly', 'hallows', 'battle', 'hogwarts', 'narcissa', 'malfoy', 'lie', 'voldemort', 'death', 'what', 'be', 'desperate', 'motivation', 'need', 'know', 'son', 'draco', 'alive', 'find', 'ensure', 'safety']","['what', 'be']",what,29,20,EX,text
825,1351,How did Harry survive Voldemort’s Killing Curse as a baby?,"Because his mother, Lily, sacrificed herself to protect him, invoking powerful ancient magic that shielded him from the curse.","['how', 'do', 'harry', 'survive', 'voldemort', 'kill', 'curse', 'baby']","['mother', 'lily', 'sacrifice', 'protect', 'invoke', 'powerful', 'ancient', 'magic', 'shield', 'curse']","['how', 'do', 'harry', 'survive', 'voldemort', 'kill', 'curse', 'baby', 'mother', 'lily', 'sacrifice', 'protect', 'invoke', 'powerful', 'ancient', 'magic', 'shield']","['how', 'do']",how,11,19,EX,text
826,1352,Why was Voldemort unable to kill Harry with the Killing Curse during their duel in the graveyard at the end of The Goblet of Fire?," Because their wands shared twin cores from the same phoenix, they triggered Priori Incantatem, preventing Voldemort’s spell from working properly against Harry.","['why', 'be', 'voldemort', 'unable', 'kill', 'harry', 'curse', 'duel', 'graveyard', 'end', 'goblet', 'fire']","['wand', 'share', 'twin', 'core', 'phoenix', 'trigger', 'priori', 'incantatem', 'prevent', 'voldemort', 'spell', 'work', 'properly', 'harry']","['why', 'be', 'voldemort', 'unable', 'kill', 'harry', 'curse', 'duel', 'graveyard', 'end', 'goblet', 'fire', 'wand', 'share', 'twin', 'core', 'phoenix', 'trigger', 'priori', 'incantatem', 'prevent', 'spell', 'work', 'properly']","['why', 'be']",why,25,23,EX,text
827,1353,Why was Voldemort unable to harm Harry during the Battle of the Seven Potters?,"Because Harry's wand, retaining a memory of Voldemort due to their shared cores, acted of its own accord to defend Harry. It unleashed a protective golden flame charm that destroyed the wand Voldemort was using","['why', 'be', 'voldemort', 'unable', 'harm', 'harry', 'battle', 'seven', 'potter']","['harry', 'wand', 'retain', 'memory', 'voldemort', 'due', 'share', 'core', 'act', 'accord', 'defend', 'unleash', 'protective', 'golden', 'flame', 'charm', 'destroy', 'be', 'use']","['why', 'be', 'voldemort', 'unable', 'harm', 'harry', 'battle', 'seven', 'potter', 'wand', 'retain', 'memory', 'due', 'share', 'core', 'act', 'accord', 'defend', 'unleash', 'protective', 'golden', 'flame', 'charm', 'destroy', 'use']","['why', 'be']",why,14,36,EX,text
828,1354,"Why did Harry have to return to Privet Drive each year, even though the Dursleys treated him poorly?",Because his mother’s protection—sealed by Dumbledore—could only remain active as long as he called his aunt’s home his home. Living there kept him safe from Voldemort until he came of age.,"['why', 'do', 'harry', 'have', 'return', 'privet', 'drive', 'year', 'even', 'though', 'dursleys', 'treat', 'poorly']","['mother', 'protection', 'seal', 'dumbledore', 'could', 'remain', 'active', 'long', 'call', 'aunt', 'home', 'living', 'keep', 'safe', 'voldemort', 'come', 'age']","['why', 'do', 'harry', 'have', 'return', 'privet', 'drive', 'year', 'even', 'though', 'dursleys', 'treat', 'poorly', 'mother', 'protection', 'seal', 'dumbledore', 'could', 'remain', 'active', 'long', 'call', 'aunt', 'home', 'living', 'keep', 'safe', 'voldemort', 'come', 'age']","['why', 'do', 'have']",why,18,35,EX,text
829,1355,Why could Harry sometimes see through Voldemort’s eyes and feel his emotions?,"Because a piece of Voldemort’s soul was unintentionally attached to Harry when he was a baby, creating a magical connection between them.","['why', 'could', 'harry', 'sometimes', 'see', 'voldemort', 'eye', 'feel', 'emotion']","['piece', 'voldemort', 'soul', 'be', 'unintentionally', 'attach', 'harry', 'when', 'baby', 'create', 'magical', 'connection']","['why', 'could', 'harry', 'sometimes', 'see', 'voldemort', 'eye', 'feel', 'emotion', 'piece', 'soul', 'be', 'unintentionally', 'attach', 'when', 'baby', 'create', 'magical', 'connection']","['why', 'could']",why,13,23,EX,text
830,1356,Why did Albus Dumbledore put on Marvolo Gaunt’s ring even though he suspected it was cursed?,"Because the ring contained the Resurrection Stone, and he was overcome with the desire to see his lost family again — especially his sister, Ariana.","['why', 'do', 'albus', 'dumbledore', 'put', 'marvolo', 'gaunt', 'ring', 'even', 'though', 'suspect', 'be', 'curse']","['ring', 'contain', 'resurrection', 'stone', 'be', 'overcome', 'desire', 'see', 'lose', 'family', 'especially', 'sister', 'ariana']","['why', 'do', 'albus', 'dumbledore', 'put', 'marvolo', 'gaunt', 'ring', 'even', 'though', 'suspect', 'be', 'curse', 'contain', 'resurrection', 'stone', 'overcome', 'desire', 'see', 'lose', 'family', 'especially', 'sister', 'ariana']","['why', 'do', 'be']",why,17,24,EX,text
